ID_CI,NTRA_CI,FHA_DE_INI,HRA_DE_INI,ID_TEXP,RMEN_DE_HCHOS
1029,FG-UITLAXD-2/128/2025,2025-05-17,00:30:00,1,"EL INDICIADO JUNTO CON OTRO MASCULINO DEL CUAL SE DESCONOCE SU IDENTIDAD AMAGAN A LA VÍCTIMA CON UN ARMA DE FUEGO LE QUITAN SU BOLSO Y SU CELULAR, POR LO QUE REALIZA EL REPORTE Y AL LLEGAR LOS ELEMENTOS APREHENSORES, LES REFIERE QUE SOBRE UN CALLEJÓN SE DIERON A LA FUGA, POR LO QUE AL TENER A LA VISTA AL INDICIADO, LO PERSIGUEN Y AL DARLE ALCANCE, PROCEDEN A SU ASEGURAMIENTO"
1030,FG-UITLAX-I/116/2025,2025-05-17,10:50:00,1,"MANIFIESTA EL DENUNCIANTE QUE, EL DÍA DE HOY SIENDO APROXIMADAMENTE LAS SIETE HORAS ESTABA EN EL INTERIOR DE SU DOMICILIO JUNTO CON SU PAREJA DE NOMBRE GABRIELA HERRERA PIÑA, RECIBIÓ UNA LLAMADA TELEFÓNICA DE UNA VECINA QUE LE DIJO QUE LA PUERTA DEL LOCAL ESTABA ABIERTA, Y QUE SE PERCATÓ DE QUE EN EL INTERIOR DEL NEGOCIO HABÍA ROPA TIRADA, SE DIRIGIÓ AL LUGAR DE LOS HECHOS JUNTO CON SU PAREJA  GABRIELA HERRERA PIÑA, LLEGARON APROXIMADAMENTE A LAS SIETE HORAS CON DIEZ MINUTOS, Y SE DIERON CUENTA DE QUE LES HACÍA FALTA MERCANCÍA: CIEN PLAYERAS DE MANGA CORTA, DIFERENTES COLORES, PARA DAMA Y CABALLERO, CON UN VALOR APROXIMADO DE QUINCE MIL PESOS, CUARENTA SUDADERAS PARA DAMA Y CABALLERO DE DIFERENTES COLORES CON UN VALOR APROXIMADO DE DIEZ PESOS, MIL PESOS EN EFECTIVO, Y DOS CÁMARAS DE VIDEO VIGILANCIA CON UN VALOR DE TRES MIL PESOS.  EL MONTO TOTAL DE LO ROBADO ASCIENDE A LA CANTIDAD DE VEINTINUEVE MIL PESOS APROXIMADAMENTE."
1031,FG-UIFERV/417/2025,2025-05-17,13:36:00,1,"MANIFIESTA EL COMPARECIENTE QUE EL DÍA DE DIECISIETE DE MAYO DEL PRESENTE AÑO, QUE FUE A COMPRAR A LA PLAZA SORIANA ACOMPAÑADA DE SU ESPOSO MARCOS ARGELIO SANCHEZ UGARTE APROXIMADAMENTE A LAS ONCE HORAS DEJE ESTACIONADO MI VEHÍCULO MARCA CHEVROLET, MODELO CHEVY, MODELO 2003, CON NÚMERO DE IDENTIFICACIÓN 3G1SF21603S202395, CON PLACA XVL-588-C PARTICULARES DEL ESTADO DE TLAXCALA; COLOR DORADO METÁLICO, EN EL ESTACIONAMIENTO DE LA PLAZA COMERCIAL SORIANA SOBRE BOULEVARD OCOTLÁN, TLAXCALA; Y A LAS ONCE HORAS CON VEINTE MINUTOS SALIMOS DE LA PLAZA Y NOS PERCATAMOS QUE MI VEHÍCULO  MARCA CHEVROLET, MODELO CHEVY, MODELO 2003, CON NÚMERO DE IDENTIFICACIÓN 3G1SF21603S202395, CON PLACA XVL-588-C PARTICULARES DEL ESTADO DE TLAXCALA; COLOR DORADO METÁLICO  NO SE ENCONTRABA E IBAN EN EL VEHÍCULO PERTENENCIAS PROPIAS Y ADEMÁS LICENCIA DE CONDUCIR, CREDENCIAL DE BIENESTAR EN EL CUAL EL TITULAR ES MI ESPOSO DE NOMBRE  MARCOS ARGELIO SANCHEZ UGARTE, CREDENCIAL DE LA SECRETARIA DEL MEDIO AMBIENTE A NOMBRE DE MI ESPOSO TAMBIÉN Y NOS DIMOS A LA TAREA DE   A PREGUNTAR A LAS PERSONAS QUE APOYAN A ESTACIONAR Y NOS DICEN QUE DESCONOCEN QUIEN SE HAYA LLEVADO MI VEHÍCULO; POR LO QUE LLAME AL TELÉFONO 911 PARA DENUNCIAR EL REPORTE DE ROBO, A LO CUAL ME ATIENDE UNA PERSONA PROPORCIONÁNDOME EL SIGUIENTE NÚMERO DE FOLIO 2505171297 "
1032,FG-UIFERV/418/2025,2025-05-17,13:40:00,1,"REFIERE EL DENUNCIANTE QUE SOY PROPIETARIO DEL VEHÍCULO MARCA NISSAN, TIPO TSURU GSII, MODELO 2004, COLOR BLANCO, NÚMERO DE SERIE 3N1EB31S54K537627, CON NUMERO DE MOTOR GA168606661S, CON PLACAS DE CIRCULACIÓN: XTD-619-A PARTICULARES DEL ESTADO DE TLAXCALA, EL CUAL TIENE UN VALOR APROXIMADO DE $50,000.00 PESOS, CON POSTERIOR LO ACREDITARE MI DICHO; REFERENTE A LOS HECHOS SUSCITADOS, EL DÍA DE AYER VIERNES DIECISÉIS DE MAYO DEL AÑO DOS MIL VEINTICINCO, SIENDO APROXIMADAMENTE LAS VEINTE HORAS CON CERO MINUTOS, ESTACIONE SOBRE LA CALLE BENITO JUÁREZ, CASI ESQUINA CALLE ÁLVARO OBREGÓN, COLONIA CENTRO, MUNICIPIO DE TOCATLAN, ESTADO DE TLAXCALA, COMO REFERENCIA AUN COSTADO DE LA IGLESIA DE LA ASUNCIÓN, LA DEJE BIEN CERRADO LA UNIDAD CON LLAVE, Y EL DIA DE HOY SÁBADO DIECISIETE DE MAYO DEL AÑO EN CURSO, SIENDO APROXIMADAMENTE LAS CERO CINCO HORAS CON CERO MINUTOS, AL DIRIGIRME A DONDE HABIA DEJADO ESTACIONADO EL VEHÍCULO, YA NO ESTABA, REPORTE LOS HECHOS AL NÚMERO DE EMERGENCIA 911 EN DONDE ME PROPORCIONARON EL NÚMERO DE FOLIO: 2505170760"
1033,FG-UIHOM-S/030/2025,2025-05-18,18:10:00,1,"SE RECIBE LLAMADA TELEFÓNICA POR EL OFICIAL DE POLICÍA DE INVESTIGACIÓN COMISIONADO AL SERVICIO DE EMERGENCIAS  911, QUIEN INFORMA EL HALLAZGO DE UN CADAVER DEL GENERO MASCULINO QUE EN VIDA RESPONDERÍA AL NOMBRE DE CRISTIAN DÍAZ CABRERA, DE 32 AÑOS DE EDAD, CON HERIDAS POR ARMA DE FUEGO, MISMO QUE A SU VALORACIÓN YA NO CUENTA CON SIGNOS VITALES, CADAVER QUE SE LOCALIZÓ AL INTERIOR DE UN VEHÍCULO, COLOR BLANCO, MARCA VOLKSWAGEN CON PLACAS DE CIRCULACIÓN C15-NVS-9 DEL ESTADO DE BAJA CALIFORNIA, SIENDO ESTO EN CALLE EL CARRIL, SIN NÚMERO MUNICIPIO DE SANTA APOLONIA TEACALCO, TLAXCALA"
1034,FG-UIFERV/419/2025,2025-05-18,00:15:00,1,"REFIERE EL DENUNCIANTE, QUE EL DÍA DE AYER VIERNES 17 DE MAYO DEL AÑO DOS MIL VEINTICINCO, AL SER APROXIMADAMENTE LAS VEINTE HORAS CON TREINTA MINUTOS, SE DIRIGIÓ A REALIZAR ALGUNAS COMPRAS, EN COMPAÑÍA DE SU ESPOSA DE NOMBRE ENRIQUETA AYALA MÉNDEZ, AL MERCADO 12 DE MAYO, A BORDO DE SU UNIDAD  MARCA CHEVROLET, TIPO TAHOE, MODELO 2012, COLOR NEGRO NIV: 1GNLC6E09CR187990, CON NÚMERO DE MOTOR HECHO EN ESTADOS UNIDOS, CON PLACAS DE CIRCULACIÓN NUMERO XXJ432D PARTICULARES DEL ESTADO DE TLAXCALA, MISMA QUE DEJÓ ESTACIONADA SOBRE LA CALLE 21 DE MARZO, ESQUINA CON CUAUHTÉMOC, COLONIA FÁTIMA, APIZACO, TLAXCALA, COMO REFENCIA A MEDIA CUADRA DE UNA PANADERÍA LLAMADA EL PANIFICADOR, POSTERIORMENTE DESCENDIÓ DE SU UNIDAD JUNTO CON SU ESPOSA PARA INGRESAR A COMPRAR AL MERCADO, DONDE ESTUVIERON APROXIMADAMENTE UNA HORA Y MEDIA, POSTERIORMENTE AL TERMINAR DE REALIZAR SUS COMPRAS, SE DIRIGIERON AL LUGAR DONDE SE ENCONTRABA ESTACIONADA SU UNIDAD, DONDE AL SER APROXIMADAMENTE LAS VEINTIDÓS HORAS CON TREINTA MINUTOS O LAS VEINTITRÉS HORAS, FUE CUANDO SE PERCATARON QUE YA NO SE ENCONTRABA SU UNIDAD DONDE LA HABÍA DEJADO ESTACIONADA, POSTERIORMENTE RE REALIZO EL REPORTE AL 911, DONDE LE DIERON EL NÚMERO DE FOLIO 2505163180,"
1035,FG-UITLAXD-1/130/2025,2025-05-18,23:00:00,1,"REFIEREN LOS ELEMENTOS APREHENSORES QUE SE RECIBE LLAMADA POR PARTE DEL SERVICIO DE EMERGENCIAS 9-1-1, CON NÚMERO DE FOLIO 2505181842, REFIRIENDO QUE HABÍAN RECIBIDO UNA LLAMADA POR PARTE DE UNA PERSONA DEL SEXO MASCULINO, MANIFESTANDO QUE UN MASCULINO LE ROBA SU TELÉFONO CELULAR Y LO VA SIGUIENDO CON EL APOYO DE OTRO MASCULINO, MOTIVO POR EL CUAL INICIAMOS PROTOCOLO DE BÚSQUEDA Y LOCALIZACIÓN, SOMOS A BORDADOS POR UNA PERSONA DEL SEXO MASCULINO, LO AMAGO HACIENDO COMO SI SACARA UN ARMA Y LO DESPOJA DE SU TELÉFONO CELULAR, Y HUYE DEL LUGAR, POR LO QUE PROCEDE A SEGUIRLO Y SOLICITA EL APOYO, EN ESE MOMENTO NOS SEÑALA A UN MASCULINO, REFIRIÉNDOLE QUE SE HABÍA RECIBIDO UN FOLIO DE LLAMADA RESPECTO DE UN ROBO DE UN TELÉFONO CELULAR, Y QUE DICHAS CARACTERÍSTICAS DEL MASCULINO ERAN COINCIDENTES CON LAS DEL REPORTE, SOLICITANDO, NOS PERMITA REALIZAR UN CONTROL PROVISIONAL PREVENTIVO, QUE CONSISTÍA EN REALIZARLE UNA INSPECCIÓN A SU PERSONA, POR LO QUE REFIERE QUE NO TENÍA INCONVENIENTE, SE REALIZA DICHA INSPECCIÓN LOCALIZÁNDOLE UN TELÉFONO CELULAR DE COLOR AZUL EN SU BOLSA DERECHA DE SU PANTALÓN, SIENDO UN TELÉFONO CELULAR COLOR AZUL CON LA LEYENDA EN LA TAPA TRASERA  ZTE, REFIRIENDO “SOY QUIEN REPORTO AL SERVICIO DE EMERGENCIAS 9-1-1, ESE ES EL MASCULINO QUE ME ROBO MI TELÉFONO CELULAR Y ESE CELULAR ES MÍO”, POR LO QUE AL ESTAR ANTE UN HECHO CON APARIENCIA DE DELITO . ES DETENIDO Y PUESTO A DISPOSICIÓN Y QUIEN REFIRIEREN LLAMARSE: CARLOS RUIZ HERNANDEZ  "
1036,FG-UITLAX-I/117/2025,2025-05-18,19:20:00,1,"LA VICTIMA AL INGRESAR A SU DOMICILIO SE DA CUENTA QUE FALTAN ALGUNOS OBJETOS"
1037,FG-UITLAXD-3/129/2025,2025-05-18,19:00:00,1,"REFIEREN LOS ELEMENTOS APREHENSORES QUE SE RECIBE EL REPORTE POR PARTE DE LOS VECINOS CERCANOS A DICHAS INSTALACIONES QUE A UNA CUADRA DE LA CMIC TIENEN RETENIDAS A DOS PERSONAS DEL SEXO MASCULINO, MISMO QUE SE ENCONTRABA SUSTRAYENDO DIVERSAS COSAS DE LAS OFICINAS ANTES MENCIONADAS, VISUALIZAMOS A UN GRUPO DE PERSONAS APROXIMADAMENTE DE 5 A 6 PERSONAS QUE TIENEN RETENIDA A DOS PERSONAS DEL SEXO MASCULINO, MANIFESTANDO LOS VECINOS QUE A DICHOS MASCULINOS LOS HABÍAN DESCUBIERTO SALIR POR LA BARDA DE LAS INSTALACIONES DEL CMIC SUSTRAYENDO DOS SILLAS DE ESCRITORIO GIRATORIAS COLOR NEGRO, UNA ESCOBA DE JARDINERÍA Y UN RASTRILLO DE JARDINERÍA, VIENDO QUE LAS DOS SILLAS DE ESCRITORIO GIRATORIAS COLOR NEGRO, REPORTANDO COMO INCIDENTE “ROBO A NEGOCIO SIN VIOLENCIA” EN EL QUE DESCRIBE LO SIGUIENTE: “REFIRIENDO EL PRESIDENTE DE COMUNIDAD DE SAN ESTEBAN TIZATLÁN QUE SUS VECINOS LE INFORMAN VÍA TELEFÓNICA SOBRE UN MASCULINO QUE INGRESO A LAS INSTALACIONES DE LA CÁMARA DE COMERCIO DE LA CONSTRUCCIÓN, BRINCÁNDOSE LA BARDA Y EXTRAJO DIVERSAS COSAS, NO ESPECIFICA QUE, YA QUE NO SE ENCUENTRA EN EL LUGAR, POR LO CUAL EL GENERA EL REPORTE ANTE EL SERVICIO DE EMERGENCIAS 911”; COMO PERSONAS DETENIDAS E INFORMÁNDOLES EL MOTIVO DE SU DETENCIÓN. SON DETENIDOS Y PUESTOS A DISPOSICIÓN Y QUIEN REFIRIEREN LLAMARSE: EMMANUEL VELEZ AGUILAR Y JOSE ALI JIMENEZ LEON"
1038,FG-UIFERV/420/2025,2025-05-18,12:12:00,1,"REFIERE EL DENUNCIANTE QUE EL EL DÍA 17 DE MAYO DE 2025, APROXIMADAMENTE A LAS 18:30 HORAS, UN CONDUCTOR DE TRANSPORTE PÚBLICO CIRCULABA POR LA CALLE IGNACIO ZARAGOZA EN AMAXAC DE GUERRERO, TLAXCALA, A BORDO DE UNA CAMIONETA TOYOTA HIACE VAN 2015 DE COLOR BLANCO CON FRANJAS AZULES (PLACAS A06080X, RUTA AXCOTECATL #10). DURANTE SU RECORRIDO, DOS HOMBRES DE TEZ MORENA, VESTIDOS DE NEGRO Y CON EDADES APROXIMADAS DE 35 Y 45 AÑOS, ABORDARON LA UNIDAD.  AL LLEGAR A LA PARADA CONOCIDA COMO ""LA CURVA"" EN SANTA MARÍA ATLIHUETZIAN, LOS SUJETOS LO AMENAZARON CON UN ARMA DE FUEGO, PRONUNCIANDO LAS PALABRAS: ""YA TE LA SABES, O TE VA A CARGAR LA CHINGADA"". ACTO SEGUIDO, LO GOLPEARON EN LAS COSTILLAS, CABEZA Y FRENTE, SUSTRAYÉNDOLE SU TELÉFONO CELULAR, PERTENENCIAS PERSONALES, ADEMÁS DE ROBAR AL OTRO PASAJERO QUE VIAJABA A BORDO.  POSTERIORMENTE, LOS AGRESORES VENDARON AL CONDUCTOR Y AL PASAJERO, TRASLADÁNDOLOS CONTRA SU VOLUNTAD A UNA CASA DE SEGURIDAD EN SAN COSME. FINALMENTE, FUERON ABANDONADOS EN UNA UNIDAD DEPORTIVA DEL MISMO MUNICIPIO, CON LA ADVERTENCIA DE NO QUITARSE LA VENDA HASTA DEJAR DE ESCUCHAR EL MOTOR DEL VEHÍCULO.  UNA VEZ LIBRES, RECIBIERON AYUDA DE UN GUARDIA DE SEGURIDAD QUIEN LES PERMITIÓ COMUNICARSE CON SUS FAMILIARES. SE REALIZÓ EL REPORTE CORRESPONDIENTE AL 911 (FOLIO 2505172689)."
1039,FG-UIHOM-S/031/2025,2025-05-18,22:00:00,1,"SE RECIBE LLAMADA TELEFÓNICA POR PARTE DEL OFICIAL DE POLICÍA DE INVESTIGACIÓN COMISIONADO AL SERVICIO DE EMERGENCIAS 911, QUIEN INFORMA EL HALLAZGO DE UN CADÁVER DEL GÉNERO MASCULINO QUIEN EN VIDA RESPONDIERA AL NOMBRE DE SABINO DÍAZ RAMÍREZ, DE 58 AÑOS DE EDAD, EL CUAL PRESENTA LESIONES POR DISPARO DE ARMA DE FUEGO Y PREVIO A SU VALORACIÓN, YA NO CUENTA CON SIGNOS VITALES, CADÁVER QUE SE LOCALIZÓ EN CALLE TLAXCALA NORTE, SIN NUMERO, ENTRE CALLE BUENA VISTA Y PRIVADA NIÑOS HÉROES, BARRIO MIXTLALPAN, SECCIÓN PRIMERA, MUNICIPIO DE ZACATELCO, TLAXCALA; DE IGUAL FORMA POR DICHOS HECHOS SE RESULTA LESIONADO MARIO CORTE GONZÁLEZ, MISMO QUE FUE TRASLADADO AL HOSPITAL GENERAL DE TLAXCALA."
1040,UIFECS09/2025,2025-05-19,12:05:00,1,"LAS VICTIMAS SON PRIVADAS DE LA LIBERTAD Y SE PIDE RESCATE"
1041,FG-UITLAX-I/119/2025,2025-05-19,12:25:00,1,"QUE EL DENUNCIANTE ES APODERADO LEGAL DE LA VÍCTIMA Y QUE FUE INFORMADO POR LA TRABAJADORA, LILIAN DE LA FUENTE CORONA, QUE DESPUÉS DE REVISAR LAS CÁMARAS DE SEGURIDAD, OBSERVARON EL INGRESO DE  4 MASCULINOS, QUIENES SE DIRIGIERON A LA BÓVEDA DE LA TIENDA, Y SUSTRAJERON EL EFECTIVO QUE SE ENCONTRABA EN EL CAJÓN, SIENDO LA CANTIDAD DE $150.278.00 Y HUYERON DEL LUGAR."
1042,FG-UIHOM-N/014/2025,2025-05-19,11:00:00,1,"SE RECIBEN ACTUACIONES DE LA CARPETA DE INVESTIGACIÓN CI FG.A.I.HUAM-I/695/2025, DE FECHA 18 DE MAYO DE 2025, MEDIANTE OFICIO NÚMERO 8121/2025; SUSCRITO POR LA LICENCIADA REINA MÁRQUEZ FRANCISCO, AGENTE DEL MINISTERIO PUBLICO DE LA UNIDAD DE ATENCIÓN INMEDIATA DE LA FISCALÍA GENERAL DE JUSTICIA DEL ESTADO DE TLAXCALA, REGIÓN NORTE, DEL CUÁL; INICIA CARPETA DE INVESTIGACIÓN POR EL DELITO DE HECHOS PROBABLEMENTE CONSTITUTIVOS DE DELITO COMETIDO EN AGRAVIO DE QUIEN EN VIDA RESPONDIERA AL NOMBRE DE LEONARDO VELÁZQUEZ MARTÍNEZ DE 37 AÑOS DE EDAD  Y EN CONTRA DE QUIEN O QUIENES RESULTEN IMPUTADOS., ACTUACIONES DE LAS QUE SE ADVIERTE EL  ACUERDO DE INICIO DE FECHA 18 DE MAYO DE 2025, EN EL QUE; SIENDO LAS VEINTIDÓS HORAS CON CINCO MINUTOS, SE RECIBE LLAMADA TELEFÓNICA DEL DESPACHO DEL 911, POLICÍA DE INVESTIGACIÓN CÁNDIDA AGUILA JUÁREZ, QUIEN INFORMA QUE EN CALLE NEGRETE NÚMERO 213 FRENTE A LA ENTRADA DE IGNACIO ZARAGOZA DEL MUNICIPIO DE HUAMANTLA TLAXCALA, SE ENCUENTRA UN APERSONA DEL SEXO MASCULINO SIN SIGNOS VITALES. POR LO ANTES MENCIONADO Y TOMANDO EN CONSIDERACIÓN EL ACUERDO DE FECHA 19 DE MAYO DE 2025 EN EL QUE, AL RESULTADO DE LA NECROPSIA DE LEY PRACTICADA AL CUERPO DE LA PERSONA QUE EN VIDA RESPONDIERA AL NOMBRE DE LEONARDO VELÁZQUEZ MARTÍNEZ DE 37 AÑOS DE EDAD; ESTA FUE A CONSECUENCIA DE UN TRAUMA CERRADO DE ABDOMEN."
1043,FG-UIAPIZ-D-1/112/2025,2025-05-19,02:00:00,1,"AL ARRIBAR SIENDO LAS 20:45 HORAS, AL IGUAL QUE LA UNIDAD OFICIAL 1535 AL MANDO Y COMO CONDUCTOR POLICÍA UGARTE HERNÁNDEZ MARTIN EDER Y COMO COPILOTO Y ESCOLTA POLICÍA ROJAS CRISTÓBAL RICARDO, ESTO SOBRE CALLE NEGRETE ENTRE CALLE 20 DE NOVIEMBRE Y CALLE INDEPENDENCIA, PUEBLO IGNACIO ZARAGOZA, PERTENECIENTE AL MUNICIPIO DE HUAMANTLA TLAXCALA., CUYAS COORDENADAS GEOGRÁFICAS SON: 19.294342,-97.919959, DONDE EFECTIVAMENTE YA SE ENCONTRABA LA UNIDAD DE PROTECCIÓN CIVIL PC-03 AL MANDO PARAMÉDICO VERÓNICA GAZCA GÓMEZ CON UNO MÁS, ASÍ COMO UN GRUPO DE APROXIMADAMENTE 20 A 30 PERSONAS  ENTRE HOMBRES Y MUJERES, LOS CUALES YA SE ENCONTRABAN EN ACTITUD AGRESIVA CON PERSONAL DE PROTECCIÓN CIVIL, POR LO QUE DE INMEDIATO PROCEDIMOS A DESCENDER DE LAS UNIDADES OFICIALES MH-1520 Y 1535, PERCATÁNDONOS QUE EL GRUPO DE PERSONAS QUE SE ENCONTRABAN EN EL LUGAR, TENÍAN RETENIDAS A TRES PERSONAS DEL GÉNERO MASCULINO A LOS CUALES AGREDÍAN FÍSICAMENTE, POR LO QUE AL APROXIMARNOS A LAS PERSONAS, SOMOS INTERCEPTADOS POR UNA PERSONA DEL GÉNERO MASCULINO DE APROXIMADAMENTE 1.55 METROS, TEZ MORENA,  CON VESTIMENTA PLAYERA DE MANGA LARGA COLOR AZUL MARINO, PANTALÓN DE MEZCLILLA COLOR AZUL Y  BOTAS DE COLOR NEGRO QUIEN POR SUS GENERALES DIJO LLAMARSE ROGELIO ÁNGELES DE LA CRUZ DE 47 AÑOS DE EDAD, OCUPACIÓN CAMPESINO, ESTADO CIVIL UNIÓN LIBRE Y CON DOMICILIO EN CALLE NEGRETE NÚMERO 3 DEL PUEBLO IGNACIO ZARAGOZA,  Y UNA PERSONA DEL GÉNERO FEMENINO DE APROXIMADAMENTE 1.50 DE ESTATURA, TEZ APIÑONADA, CON VESTIMENTA CHAMARRA DE COLOR NEGRO, BLUSA DE COLOR NEGRO, PANTALÓN COLOR VERDE Y TENIS DE COLOR BLANCO,  MISMA QUE POR SUS GENERALES DIJO LLAMARSE LORENA VELÁZQUEZ MARTÍNEZ DE 44 AÑOS DE EDAD, ESTADO CIVIL UNIÓN LIBRE, OCUPACIÓN AMA DE CASA Y CON DOMICILIO EN CALLE NEGRETE NÚMERO 3 DEL PUEBLO IGNACIO ZARAGOZA, PERTENECIENTE AL MUNICIPIO DE HUAMANTLA TLAXCALA., MISMA QUE VOCIFERO DE VIVA VOZ “ESTAS PERSONAS QUE TENEMOS RETENIDAS, SON DEL ANEXO, DONDE SE ENCONTRABA ANEXADO MI HERMANO Y LO TRAJERON A BORDO DE ESA CAMIONETA COLOR VINO, LO BAJARON DE LA CAMIONETA Y LO DEJARON TIRADO FRENTE A MI DOMICILIO”"
1044,"FG.UI.CALP- I/44/2025",2025-05-19,14:30:00,1,"REFIERE EL DENUNCIANTE QUE ES GERENTE GENERAL DE LA GASOLINERA SERVICIO HUEYOTLIPAN, MARCA RED ENERGY, UBICADA EN CARRETERA MÉXICO – VERACRUZ, K.M. 106, S/N, SAN IDELFONSO, MUNICIPIO DE HUEYOTLIPAN TLAXCALA; Y EL DÍA SÁBADO DIECISIETE DE MAYO DEL DOS MIL VEINTICINCO, SE ENCONTRABA EN SU DOMICILIO EL UBICADO EL MUNICIPIO DE HUEYOTLIPAN, TLAXCALA, Y SIENDO APROXIMADAMENTE ENTRE LAS SIETE HORAS Y SIETE HORAS CON TREINTA MINUTOS DEL DÍA, RECIBIÓ UNA LLAMADA POR PARTE DE SU SUPERVISOR DE NOMBRE IVÁN CANCHÉ GARCÍA, Y ML DIJO QUE LE HABÍAN REPORTADO EL PERSONAL LOS DESPACHADORES DE LA GASOLINERA, QUE ALGUIEN SE HABÍA ROBADO LAS ZONDAS ME MEDICIÓN DE LOS TANQUES DE LOS TRES PRODUCTOS, MAGNA, PREMIUM Y DIESEL, CON UN COSTO DE $210,000 PESOS (DOSCIENTOS DIEZ MIL PESOS 00/100 M.N.)."
1045,FG-UIFERV/421/2025,2025-05-19,15:15:00,1,"REFIERE EL DENUNCIANTE IBA A BORDO DEL VEHÍCULO MARCA CHEVROLET, LINEA TORNADO, COLOR ROJO FLAMA, MOTOR HECHO EN BRASIL, MODELO 2020, NUMERO DE SERIE 93CCL8062LB132392, NUMERO DE PLACAS DE CIRCULACION XE-8349-C PARTICULARES DEL ESTADO DE TLAXCALA, DEJANDO ESTACIONADA DICHA UNIDAD EN EL MUNICIPIO DE TETLA DE LA SOLIDARIDAD, TLAXCALA, ENTRANDO A UN RESTAURANTE, AL TRANSCURRIR VEINTE MINUTOS SE PERCATA POR LA VENTANA DE DICHO ESTABLECIMIENTO, COMO LA UNIDAD QUE CONDUCÍA, SE ALEJA CON RUMBO A TLAXCO, TLAXCALA, DESAPODERÁNDOLO DE FORMA TOTAL DE DICHO VEHÍCULO. FOLIO DEL SERVICIO DE EMERGENCIA 911 2505190385"
1046,FG-UITLAXD-2/131/2025,2025-05-19,22:15:00,1,"REFIEREN LOS ELEMENTOS APREHENSORES QUE EL DÍA 19 DE MAYO DE 2025, RECIBEN REPORTE DEL SERVICIO DE EMERGENCIAS 911, CON FOLIO 2505192448, QUE EN GUILLERMO VALLE 113 CENTRO/TLAXCALA REFERENCIA WALMART PLAZA VÉRTICE INCIDENCIA 03/01, YA QUE REPORTA EL AUXILIAR DE PROTECCIÓN DE ACTIVOS QUE TENÍAN DETENIDO A UN MASCULINO EL CUAL HABÍA SUSTRAÍDO DE LA TIENDA COMERCIAL NUEVA WALMART, DE MEXICO, S. DE R.L. DE C.V., HERRAMIENTA DIVERSA MOTIVO POR EL CUAL SE TRASLADAN AL LUGAR Y AL LLEGAR SON INFORMADOS POR EL PERSONAL DE LA TIENDA QUE TIENEN RETENIDO A UNA PERSONA DEL SEXO MASCULINO QUIEN MOMENTOS ANTES SUSTRAJO DE LA TIENDA MERCANCÍA DIVERSA, SIN PAGAR, MOTIVO POR EL CUAL AL ESTAR ANTE UN HECHO PROBABLE CONSTITUTIVO DE DELITO, SE PROCEDE A LA DETENCIÓN DE LA PERSONA QUIEN DIJO LLAMARSE C. ROBERTO GARZA RODRIGUEZ."
1047,"FG-AIFEPDNL/73/2025 ",2025-05-19,17:30:00,1,"REFIERE LA DENUNCIANT QUE SU HERMANO, DESPUES DE CENAR SE RETIRABA A DORMIR PERO A LAS 21: 30 SU PROGENITORA FUE A PREGUNTAR SI LA VICTIMA ESTABA CON ELLA, PUES LA VENTANA DE SU HABITACIÓ ESTABA ABIERTA Y LA VICTIMA NO SE ENCONTRABA"
1048,UIFECS10/2025,2025-05-20,11:00:00,1,"LAS VICTIMAS SON PRIVADAS DE LA LIBERTAD Y SE PIDE RESCATE"
